Mod:Item:MetaData, Localized Name
spartanweaponry:longbow_platinum, item.spartanweaponry:longbow_platinum.name
spartanweaponry:crossbow_platinum, item.spartanweaponry:spartanweaponry:crossbow_platinum.name
spartanweaponry:throwing_knife_platinum, item.spartanweaponry:throwing_knife_platinum.name
spartanweaponry:throwing_axe_platinum, item.spartanweaponry:throwing_axe_platinum.name
spartanweaponry:javelin_platinum, item.spartanweaponry:javelin_platinum.name
spartanweaponry:boomerang_platinum, item.spartanweaponry:boomerang_platinum.name
spartanweaponry:battleaxe_platinum, item.spartanweaponry:battleaxe_platinum.name
spartanweaponry:mace_platinum, item.spartanweaponry:mace_platinum.name
spartanweaponry:glaive_platinum, item.spartanweaponry:glaive_platinum.name
spartanweaponry:staff_platinum, item.spartanweaponry:staff_platinum.name
spartanweaponry:parrying_dagger_platinum, item.spartanweaponry:parrying_dagger_platinum.name
spartanweaponry:dagger_electrum, item.spartanweaponry:dagger_electrum.name
spartanweaponry:longsword_electrum, item.spartanweaponry:longsword_electrum.name
spartanweaponry:katana_electrum, item.spartanweaponry:katana_electrum.name
spartanweaponry:saber_electrum, item.spartanweaponry:saber_electrum.name
spartanweaponry:rapier_electrum, item.spartanweaponry:rapier_electrum.name
spartanweaponry:greatsword_electrum, item.spartanweaponry:greatsword_electrum.name
spartanweaponry:hammer_electrum, item.spartanweaponry:hammer_electrum.name
spartanweaponry:warhammer_electrum, item.spartanweaponry:warhammer_electrum.name
spartanweaponry:spear_electrum, item.spartanweaponry:spear_electrum.name
spartanweaponry:halberd_electrum, item.spartanweaponry:halberd_electrum.name
spartanweaponry:pike_electrum, item.spartanweaponry:pike_electrum.name
spartanweaponry:lance_electrum, item.spartanweaponry:lance_electrum.name
spartanweaponry:longbow_electrum, item.spartanweaponry:longbow_electrum.name
spartanweaponry:crossbow_electrum, item.spartanweaponry:spartanweaponry:crossbow_electrum.name
spartanweaponry:throwing_knife_electrum, item.spartanweaponry:throwing_knife_electrum.name
spartanweaponry:throwing_axe_electrum, item.spartanweaponry:throwing_axe_electrum.name
spartanweaponry:javelin_electrum, item.spartanweaponry:javelin_electrum.name
spartanweaponry:boomerang_electrum, item.spartanweaponry:boomerang_electrum.name
spartanweaponry:battleaxe_electrum, item.spartanweaponry:battleaxe_electrum.name
spartanweaponry:mace_electrum, item.spartanweaponry:mace_electrum.name
spartanweaponry:glaive_electrum, item.spartanweaponry:glaive_electrum.name
spartanweaponry:staff_electrum, item.spartanweaponry:staff_electrum.name
spartanweaponry:parrying_dagger_electrum, item.spartanweaponry:parrying_dagger_electrum.name
spartanweaponry:dagger_nickel, item.spartanweaponry:dagger_nickel.name
spartanweaponry:longsword_nickel, item.spartanweaponry:longsword_nickel.name
spartanweaponry:katana_nickel, item.spartanweaponry:katana_nickel.name
spartanweaponry:saber_nickel, item.spartanweaponry:saber_nickel.name
spartanweaponry:rapier_nickel, item.spartanweaponry:rapier_nickel.name
spartanweaponry:greatsword_nickel, item.spartanweaponry:greatsword_nickel.name
spartanweaponry:hammer_nickel, item.spartanweaponry:hammer_nickel.name
spartanweaponry:warhammer_nickel, item.spartanweaponry:warhammer_nickel.name
spartanweaponry:spear_nickel, item.spartanweaponry:spear_nickel.name
spartanweaponry:halberd_nickel, item.spartanweaponry:halberd_nickel.name
spartanweaponry:pike_nickel, item.spartanweaponry:pike_nickel.name
spartanweaponry:lance_nickel, item.spartanweaponry:lance_nickel.name
spartanweaponry:longbow_nickel, item.spartanweaponry:longbow_nickel.name
spartanweaponry:crossbow_nickel, item.spartanweaponry:spartanweaponry:crossbow_nickel.name
spartanweaponry:throwing_knife_nickel, item.spartanweaponry:throwing_knife_nickel.name
spartanweaponry:throwing_axe_nickel, item.spartanweaponry:throwing_axe_nickel.name
spartanweaponry:javelin_nickel, item.spartanweaponry:javelin_nickel.name
spartanweaponry:boomerang_nickel, item.spartanweaponry:boomerang_nickel.name
spartanweaponry:battleaxe_nickel, item.spartanweaponry:battleaxe_nickel.name
spartanweaponry:mace_nickel, item.spartanweaponry:mace_nickel.name
spartanweaponry:glaive_nickel, item.spartanweaponry:glaive_nickel.name
spartanweaponry:staff_nickel, item.spartanweaponry:staff_nickel.name
spartanweaponry:parrying_dagger_nickel, item.spartanweaponry:parrying_dagger_nickel.name
spartanweaponry:dagger_lead, item.spartanweaponry:dagger_lead.name
spartanweaponry:longsword_lead, item.spartanweaponry:longsword_lead.name
spartanweaponry:katana_lead, item.spartanweaponry:katana_lead.name
spartanweaponry:saber_lead, item.spartanweaponry:saber_lead.name
spartanweaponry:rapier_lead, item.spartanweaponry:rapier_lead.name
spartanweaponry:greatsword_lead, item.spartanweaponry:greatsword_lead.name
spartanweaponry:hammer_lead, item.spartanweaponry:hammer_lead.name
spartanweaponry:warhammer_lead, item.spartanweaponry:warhammer_lead.name
spartanweaponry:spear_lead, item.spartanweaponry:spear_lead.name
spartanweaponry:halberd_lead, item.spartanweaponry:halberd_lead.name
spartanweaponry:pike_lead, item.spartanweaponry:pike_lead.name
spartanweaponry:lance_lead, item.spartanweaponry:lance_lead.name
spartanweaponry:longbow_lead, item.spartanweaponry:longbow_lead.name
spartanweaponry:crossbow_lead, item.spartanweaponry:spartanweaponry:crossbow_lead.name
spartanweaponry:throwing_knife_lead, item.spartanweaponry:throwing_knife_lead.name
spartanweaponry:throwing_axe_lead, item.spartanweaponry:throwing_axe_lead.name
spartanweaponry:javelin_lead, item.spartanweaponry:javelin_lead.name
spartanweaponry:boomerang_lead, item.spartanweaponry:boomerang_lead.name
spartanweaponry:battleaxe_lead, item.spartanweaponry:battleaxe_lead.name
spartanweaponry:mace_lead, item.spartanweaponry:mace_lead.name
spartanweaponry:glaive_lead, item.spartanweaponry:glaive_lead.name
spartanweaponry:staff_lead, item.spartanweaponry:staff_lead.name
spartanweaponry:parrying_dagger_lead, item.spartanweaponry:parrying_dagger_lead.name
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:6, iModifier
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:porcelain_tank:0, Porcelain Tank
tcomplement:porcelain_tank:1, Porcelain Gauge
tcomplement:porcelain_tank:2, Porcelain Window
tcomplement:porcelain_melter:0, Porcelain Melter
tcomplement:porcelain_melter:8, Porcelain Heater
tcomplement:porcelain_alloy_tank:0, Porcelain Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:porcelain_casting:0, Porcelain Casting Table
tcomplement:porcelain_casting:1, Porcelain Casting Basin
tcomplement:chisel_head:0, Electrical Chisel Head
tcomplement:chisel_head:0, Energetic Chisel Head
tcomplement:chisel_head:0, Vibrant Chisel Head
tcomplement:chisel_head:0, Red Chisel Head
tcomplement:chisel_head:0, Conductive Chisel Head
tcomplement:chisel_head:0, Pulsating Chisel Head
tcomplement:chisel_head:0, Dark Chisel Head
tcomplement:chisel_head:0, Souled Chisel Head
tcomplement:chisel_head:0, Chisel Head of the End
tcomplement:chisel_head:0, Fake-Iron Chisel Head
tcomplement:chisel_head:0, Wooden Chisel Head
tcomplement:chisel_head:0, Stone Chisel Head
tcomplement:chisel_head:0, Flint Chisel Head
tcomplement:chisel_head:0, Cactus Chisel Head
tcomplement:chisel_head:0, Bone Chisel Head
tcomplement:chisel_head:0, Obsidian Chisel Head
tcomplement:chisel_head:0, Prismarine Chisel Head
tcomplement:chisel_head:0, End Chisel Head
tcomplement:chisel_head:0, Paper Chisel Head
tcomplement:chisel_head:0, Sponge Chisel Head
tcomplement:chisel_head:0, Firewood Chisel Head
tcomplement:chisel_head:0, Iron Chisel Head
tcomplement:chisel_head:0, Pig Iron Chisel Head
tcomplement:chisel_head:0, Knightslime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Magma Slime Chisel Head
tcomplement:chisel_head:0, Netherrack Chisel Head
tcomplement:chisel_head:0, Cobalt Chisel Head
tcomplement:chisel_head:0, Ardite Chisel Head
tcomplement:chisel_head:0, Manyullyn Chisel Head
tcomplement:chisel_head:0, Copper Chisel Head
tcomplement:chisel_head:0, Bronze Chisel Head
tcomplement:chisel_head:0, Lead Chisel Head
tcomplement:chisel_head:0, Silver Chisel Head
tcomplement:chisel_head:0, Electrum Chisel Head
tcomplement:chisel_head:0, Steel Chisel Head
tcomplement:chisel_head:0, Blood Infused Wooden Chisel Head
tcomplement:chisel_head:0, Blood Infused Iron Chisel Head
tcomplement:chisel_head:0, Treated Wood Chisel Head
tcomplement:chisel_head:0, Constantan Chisel Head
tcomplement:chisel_head:0, Magical Wooden Chisel Head
tcomplement:chisel_head:0, Evil Infused Chisel Head
tcomplement:chisel_head:0, Enchanted Chisel Head
tcomplement:chisel_head:0, Demonic Chisel Head
tcomplement:chisel_head:0, Dragon Bone Chisel Head
tcomplement:chisel_head:0, Desert Myrmex Chitin Chisel Head
tcomplement:chisel_head:0, Jungle Myrmex Chitin Chisel Head
tcomplement:chisel_head:0, Fire Dragonsteel Chisel Head
tcomplement:chisel_head:0, Ice Dragonsteel Chisel Head
tcomplement:chisel_head:0, Weezer Chisel Head
tcomplement:chisel_head:0, Prosperity Shard Chisel Head
tcomplement:chisel_head:0, Soulium Chisel Head
tcomplement:chisel_head:0, Base Essence Chisel Head
tcomplement:chisel_head:0, Inferium Chisel Head
tcomplement:chisel_head:0, Prudentium Chisel Head
tcomplement:chisel_head:0, Intermedium Chisel Head
tcomplement:chisel_head:0, Superium Chisel Head
tcomplement:chisel_head:0, Supremium Chisel Head
tcomplement:chisel_head:0, Plastic Chisel Head
tcomplement:chisel_head:0, Pink Slime Chisel Head
tcomplement:chisel_head:0, Reinforced Pink Slime Chisel Head
tcomplement:chisel_head:0, Tiberium Chisel Head
tcomplement:chisel_head:0, Aurorium Chisel Head
tcomplement:chisel_head:0, Prometheum Chisel Head
tcomplement:chisel_head:0, Duranite Chisel Head
tcomplement:chisel_head:0, Valyrium Chisel Head
tcomplement:chisel_head:0, Vibranium Chisel Head
tcomplement:chisel_head:0, Terrax Chisel Head
